Username,Tweet,Cleaned_Tweet,Date,Time,Mentions,Hashtags,Likes,Retweets,Comments,Replies,Views,Sentiment
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 12","Indian Army Religious Teacher Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",indian army religious teacher recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-12,08:57:57,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 12","Indian Army Female Agniveer Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",indian army female agniveer recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-12,06:44:26,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"xCalData ( AI powred independent rearch platform )
@xcaldata
·
Mar 12","#NAUKRI has seen a recent downtrend, with a -16.82% return in the past month. What does the future hold for this stock?

More details on app and blog: https://blog.xcaldata.com

#NSE #NIFTY #STOCKSOFINTEREST #AI",naukri seen recent downtrend 1682 return past month future hold stock details app blog nse nifty stocksofinterest,2025-03-12,04:00:28,,"NSE, NAUKRI, NIFTY, AI, STOCKSOFINTEREST",0,0,0,0,86,0.0625
"Ami Yadav
@AmiAviYadav
·
Mar 11",JDU wale Bihar ki mahilao ko pagal samjh rakha hai kya? #Domicile hata k #OtherStates walon ko #Naukri diya hai.  #boycott_jdu,jdu wale bihar mahilao pagal samjh rakha hai kya domicile hata otherstates walon naukri diya hai boycottjdu,2025-03-11,18:17:06,,"Naukri, OtherStates, Domicile, boycott_jdu",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 11","BPSSC Bihar Police Constable Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",bpssc bihar police constable recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-11,12:33:48,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 11","MAHAGENCO Junior Officer &amp; Other Posts Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",mahagenco junior officer amp posts recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-11,11:46:19,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,-0.125
"Devashis
@I_Devashis
·
Mar 10",Congrats on earning your Achiever in Arrays on Naukri Code 360!  Showcase your hard-earned skills and knowledge with your network by sharing this badge. Keep learning and level up your career! #SkillBadge #Naukri Code 360 https://students.codingninjas.com/share/image?redirect_to=Profile&title=%F0%9F%8F%86+SkillBadge+Unlocked%21+%7C+Naukri+Code+360&description=Congrats+on+earning+your+Achiever+in+Arrays+on+Naukri+Code+360%21+%F0%9F%8C%9F+Showcase+your+hard-earned+skills+and+knowledge+with+your+network+by+sharing+this+badge.+Keep+learning+and+level+up+your+career%21+%23SkillBadge+%23Naukri+Code+360&url=https%3A%2F%2Fcertificate.codingninjas.com%2Fcertificate%2Fdd8e3d2a49c75f60%2FBadgesRoninCertificate&utm_medium=shareable_moments_codestudio&utm_campaign=PracticeTopic_Achiever&uuid=b56cb7a2-1faa-4aa0-bb38-bace70b4490d&utm_source=twitter…,congrats earning achiever arrays naukri code 360 showcase hardearned skills knowledge network sharing badge keep learning level career skillbadge naukri code 360,2025-03-10,14:32:39,,"Naukri, SkillBadge",0,0,0,0,30,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 10","Roorkee IIT Non-Teaching Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",roorkee iit nonteaching recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-10,12:39:01,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Har Din Job Mela
@Hardinjobmela
·
Mar 10","You don’t need to worry about the commute.
You don’t have to stress about getting ghosted.
No more endless waiting for callbacks. 

Just visit Har Din Job Mela
Download our app now!
https://url.2coms.com/5v

#hdjm #hardinjobmela #jobs #career #jobseeker #naukri",dont need worry commute dont stress getting ghosted endless waiting callbacks visit har din job mela download app hdjm hardinjobmela jobs career jobseeker naukri,2025-03-10,11:30:14,,"naukri, hdjm, career, jobs, hardinjobmela, jobseeker",0,0,0,0,45,-0.203125
"Pharma Jobs Info
@pharmajobsinfo
·
Mar 10",#pharmajobs #jobs #vacancy #naukri,pharmajobs jobs vacancy naukri,2025-03-10,10:39:01,,"naukri, pharmajobs, jobs, vacancy",0,0,0,0,23,0.0
"VishetaVerma
@ProfitPunch
·
Mar 10","158 to 220

#Naukri",158 220 naukri,2025-03-10,10:29:55,,Naukri,0,0,0,0,254,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 10","Heavy Vehicle Factory Apprentice Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",heavy vehicle factory apprentice recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-10,10:25:08,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,35,-0.2
"HADC INDICATOR
@beingakash26_
·
Mar 10","#NAUKRI #INFOEDGE BLASTED

SHORTED AT 6805.60
NEW LOW MADE 6570
LOT SIZE 75

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading",naukri infoedge blasted shorted 680560 new low made 6570 lot size hadc indicator nifty50 banknifty mcx trading optionstrading,2025-03-10,10:13:17,,"nifty50, INFOEDGE, NAUKRI, trading, banknifty, INDICATOR, mcx, HADC, OptionsTrading",0,0,0,0,262,-0.15454545454545454
"HADC INDICATOR
@beingakash26_
·
Mar 10","#NAUKRI #INFOEDGE BLASTED

SHORTED AT 6805.60
LOW MADE SO FAR 6586
LOT SIZE 75

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading",naukri infoedge blasted shorted 680560 low made far 6586 lot size hadc indicator nifty50 banknifty mcx trading optionstrading,2025-03-10,08:59:05,,"nifty50, INFOEDGE, NAUKRI, trading, banknifty, INDICATOR, mcx, HADC, OptionsTrading",0,0,0,0,1,-0.16666666666666666
"Scholar Job Updates
@scholar_job
·
Mar 9","CISF 1161 Constable Tradesman Recruitment 2025
https://youtube.com/shorts/bBU_S8K9USE?si=rGjyATne1sBrvhRT…
#centralindustrialsecurityforce-#cisf-#cisfjobvacancy-#cisfrecruitment2025- #governmentjobs2025- #govtjobs-#governmentjobs- #naukri-#tradesman- #naukrinews-#naukri-#careersopportunity-#constable-#vacancy-",cisf 1161 constable tradesman recruitment 2025 centralindustrialsecurityforce cisf cisfjobvacancy cisfrecruitment2025 governmentjobs2025 govtjobs governmentjobs naukri tradesman naukrinews naukri careersopportunity constable vacancy,2025-03-09,09:58:43,,"govtjobs, cisfjobvacancy, governmentjobs2025, cisfrecruitment2025, naukri, vacancy, careersopportunity, constable, centralindustrialsecurityforce, tradesman, cisf, governmentjobs, naukrinews",0,0,0,0,36,0.0
"Sujay Kulkarni
@Sujaaaaaay
·
Mar 9","Stock Gann Dates in upcoming week 

#ITC - 12/03/25
#AsianPaints - 18/03/25
#TCS -14/03/25 (Major)
#Dmart - 19/03/25
#Infy - 18/03/25 (Major)
#Naukri - 22/03/25 
#Mphasis - 22/03/25
#ShreeCem - 19/03/25

#Repost for max reach 
#Stockmarket #Nifty #Gann",stock gann dates upcoming week itc 120325 asianpaints 180325 tcs 140325 major dmart 190325 infy 180325 major naukri 220325 mphasis 220325 shreecem 190325 repost max reach stockmarket nifty gann,2025-03-09,06:36:40,,"Gann, Dmart, Infy, AsianPaints, Stockmarket, ITC, Mphasis, Nifty, Naukri, ShreeCem, TCS, Repost",0,0,0,0,2,0.0625
"Cosmically Insignificant
@Gaurav_Pandey89
·
Mar 9","Looking for a career in 2025? Top options: AI Specialist, Data Analyst, Sustainability Manager, & more. High demand, great pay—check out the full list! 

#CareerGoals #FutureJobs #Naukri #Job",looking career 2025 top options specialist data analyst sustainability manager high demand great paycheck full list careergoals futurejobs naukri job,2025-03-09,04:48:39,,"CareerGoals, Naukri, Job, FutureJobs",0,0,0,0,55,0.4795
"Scholar Job Updates
@scholar_job
·
Mar 8","CISF 1161 Constable Tradesman Recruitment 2025
https://youtu.be/FYIxOAWXdmM?si=6euWe2VSmYIOIzat… 
#centralindustrialsecurityforce-#cisf-#cisfjobvacancy-#cisfrecruitment2025- #governmentjobs2025- #govtjobs-#governmentjobs- #naukri-#tradesman- #naukrinews-#naukri-#careersopportunity-#constable-#vacancy-",cisf 1161 constable tradesman recruitment 2025 centralindustrialsecurityforce cisf cisfjobvacancy cisfrecruitment2025 governmentjobs2025 govtjobs governmentjobs naukri tradesman naukrinews naukri careersopportunity constable vacancy,2025-03-08,13:42:27,,"govtjobs, cisfjobvacancy, governmentjobs2025, cisfrecruitment2025, naukri, vacancy, careersopportunity, constable, centralindustrialsecurityforce, tradesman, cisf, governmentjobs, naukrinews",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 8","CPCB Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",cpcb recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-08,12:36:35,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 8","Indian Army Agniveer Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",indian army agniveer recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-08,12:03:37,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Aparna Das
@AparnaD59193158
·
Mar 8","NTPC LTD New Recruitment 2025 https://youtube.com/shorts/TIK3JuXM6Jo?si=L9FdoEXykIjCfNfb…
#ntpc-#ntpccbt2 #ntpcltdrecruitment-#ntpcvacancy-#ntpcjob-#JobOpportunity-#Careers-  #govtjobs-#vacancy-#naukri- #financejobs-#executivejobs-
#ntpcltdrecruitment2025-
#governmentjobs2025- #governmentjobs-#trending-#job-#new",ntpc ltd new recruitment 2025 ntpc ntpccbt2 ntpcltdrecruitment ntpcvacancy ntpcjob jobopportunity careers govtjobs vacancy naukri financejobs executivejobs ntpcltdrecruitment2025 governmentjobs2025 governmentjobs trending job new,2025-03-08,12:00:18,,"govtjobs, naukri, governmentjobs2025, vacancy, job, ntpc, ntpcjob, ntpcltdrecruitment, trending, new, financejobs, ntpcltdrecruitment2025, ntpccbt2, ntpcvacancy, governmentjobs, Careers, JobOpportunity, executivejobs",0,0,0,0,1,0.13636363636363635
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 8","Bank of India Specialist Officer Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",bank india specialist officer recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-08,11:46:25,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 8","CSIR CSMCRI Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",csir csmcri recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-08,04:41:06,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 7","BPSC Lecturer Mining Engineering Exam Date
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",bpsc lecturer mining engineering exam date sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-07,16:47:22,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"CA Rajeev Khandelwal
@Rajeevkh007
·
Mar 7","No jobs in market. Attrition at record recent lows as Employees continue in existing Co. Is that true? #Employee #attrition #naukri 
@Naukri
 #hr #hiring #lowhiring #India #industry #layoff #deloitte",jobs market attrition record recent lows employees continue existing true employee attrition naukri naukri hiring lowhiring india industry layoff deloitte,2025-03-07,15:47:32,Naukri,"naukri, attrition, Employee, deloitte, hiring, industry, hr, lowhiring, layoff, India",0,0,0,0,78,0.175
"Har Din Job Mela
@Hardinjobmela
·
Mar 7","The A to Z of finding a job with hardin job mela!

Download our app now!
https://url.2coms.com/5v

#hdjm #hardinjobmela #jobs #career #jobseeker #naukri #gharbaithejob",finding job hardin job mela download app hdjm hardinjobmela jobs career jobseeker naukri gharbaithejob,2025-03-07,12:15:02,,"naukri, hdjm, career, jobs, hardinjobmela, jobseeker, gharbaithejob",0,0,0,0,20,0.0
"VPickr
@VPickr
·
Mar 7","#NAUKRI #INVESTORMEET | Info Edge (India) #stockmarketindia
Announcement Link:: https://nsearchives.nseindia.com/corporate/NAUKRI2_07032025162048_IEIL_Investor_Conference_March_2025.pdf…

For live corporate announcements, visit :  http://wealthgame.ai",naukri investormeet info edge india stockmarketindia announcement link live corporate announcements visit,2025-03-07,11:05:26,,"INVESTORMEET, stockmarketindia, NAUKRI",0,0,0,0,161,0.06818181818181818
"HADC INDICATOR
@beingakash26_
·
Mar 7","#NAUKRI BOOM BLASTED

SHORTED AT 6915.20
LOW MADE SO FAR 6764
LOT SIZE 75

#HADC #INDICATOR

#nifty50 #banknifty #mcx #trading #OptionsTrading",naukri boom blasted shorted 691520 low made far 6764 lot size hadc indicator nifty50 banknifty mcx trading optionstrading,2025-03-07,09:00:30,,"nifty50, NAUKRI, trading, banknifty, INDICATOR, mcx, HADC, OptionsTrading",0,0,0,0,1,-0.16666666666666666
"Hitesh Desai
@desaihiteshk06
·
Mar 7","#IRFC   #NAUKRI   #JINDALSTEL   #JIOFIN   #JSWENERGY   #LICI   #LTIM   #LODHA   #MOTHERSON   #NHPC   #PIDILITIND   #PFC   #PNB   #RECLTD   #SIEMENS   #TATAPOWER   #TORNTPHARM   #TVSMOTOR   #UNIONBANK   #UNITDSPR   #VBL   #ZOMATO   #ZYDUSLIFE 
#Nifty #StockMarket   #Belowsma #SMA",irfc naukri jindalstel jiofin jswenergy lici ltim lodha motherson nhpc pidilitind pfc pnb recltd siemens tatapower torntpharm tvsmotor unionbank unitdspr vbl zomato zyduslife nifty stockmarket belowsma sma,2025-03-07,07:12:19,,"NHPC, RECLTD, UNITDSPR, PNB, IRFC, ZYDUSLIFE, LTIM, TATAPOWER, Belowsma, PIDILITIND, StockMarket, SIEMENS, ZOMATO, JSWENERGY, MOTHERSON, NAUKRI, JIOFIN, LODHA, SMA, TORNTPHARM, JINDALSTEL, VBL, Nifty, UNIONBANK, LICI, PFC, TVSMOTOR",0,0,0,0,1,0.0
"Hitesh Desai
@desaihiteshk06
·
Mar 7","#DABUR   #DLF   #GAIL   #GODREJCP   #HAVELLS   #HEROMOTOCO   #HAL   #HINDUNILVR   #ICICIGI   #ICICIPRULI   #IOC   #IRCTC   #IRFC   #INDUSINDBK   #NAUKRI   #JIOFIN   #JSWENERGY   #LICI   #LTIM 
#Nifty #StockMarket   #StockToWatch",dabur dlf gail godrejcp havells heromotoco hal hindunilvr icicigi icicipruli ioc irctc irfc indusindbk naukri jiofin jswenergy lici ltim nifty stockmarket stocktowatch,2025-03-07,07:01:44,,"DABUR, HAL, INDUSINDBK, IRFC, LTIM, GAIL, HEROMOTOCO, IOC, StockMarket, GODREJCP, JSWENERGY, DLF, HAVELLS, NAUKRI, JIOFIN, StockToWatch, ICICIPRULI, ICICIGI, HINDUNILVR, Nifty, LICI, IRCTC",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 7","Delhi DSEC Assistant Professor Recruitment 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",delhi dsec assistant professor recruitment 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-07,05:46:27,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Sarkari Exam Lover
@sarkari_exam99
·
Mar 7","Bihar ITI CAT Admission 2025
#sarkariexam #examlover #jobs #haryanajobs #ssc #upsc #freejobalert #naukri #sarkariresult #sarkariexam #offlineforms",bihar iti cat admission 2025 sarkariexam examlover jobs haryanajobs ssc upsc freejobalert naukri sarkariresult sarkariexam offlineforms,2025-03-07,04:15:24,,"naukri, ssc, examlover, haryanajobs, jobs, upsc, offlineforms, sarkariexam, sarkariresult, freejobalert",0,0,0,0,1,0.0
"Scholar Job Updates
@scholar_job
·
Mar 6","Burdwan University Recruitment 2025
https://youtube.com/shorts/zPBszVocQfg?si=B_OBxSJpc6dEUEFk…
#wb-#westbengal- #governmentjobs-#govtjobs- #governmentjobs2025- #government-#naukri- #naukrinews-#burdwanuniversityrecruitment2025-#personalassistant-#govtjobs-
#burdwanuniversityrecruitment-#naukrinotification-#job",burdwan university recruitment 2025 westbengal governmentjobs govtjobs governmentjobs2025 government naukri naukrinews burdwanuniversityrecruitment2025 personalassistant govtjobs burdwanuniversityrecruitment naukrinotification job,2025-03-06,10:03:15,,"govtjobs, naukri, westbengal, governmentjobs2025, burdwanuniversityrecruitment2025, job, burdwanuniversityrecruitment, naukrinotification, personalassistant, government, governmentjobs, naukrinews, wb",0,0,0,0,1,0.0
"GIRI'S TECH-HUB
@HubGiri
·
Mar 6","Congratulations ... Gunjan for a job offer!!..

#jobopportunity #javadeveloper #hiring #recruitment #job #placement #itjobs #hiringnow #naukri #opening #opening #itcourses #computerscience 
#softwaredeveloper #softwareengineer #javadeveloper #giristechhub #pune",congratulations gunjan job offer jobopportunity javadeveloper hiring recruitment job placement itjobs hiringnow naukri opening opening itcourses computerscience softwaredeveloper softwareengineer javadeveloper giristechhub pune,2025-03-06,08:57:53,,"naukri, computerscience, hiring, job, javadeveloper, opening, itcourses, hiringnow, softwareengineer, recruitment, giristechhub, itjobs, pune, jobopportunity, placement, softwaredeveloper",0,0,0,0,35,0.0
